노선명,정류장 구분,정류장고유번호,정류장명,정류장 순번,위도,경도
B7 (비하종점~반곡동(수루배마을)),293014026,31053,한별동,22,36.5341,127.27661
B7 (비하종점~반곡동(수루배마을)),293014017,31055,"해밀동,산울동",23,36.52963,127.26478
B7 (비하종점~반곡동(수루배마을)),293064446,52065,세종충남대학교병원,24,36.521617,127.259736
B7 (비하종점~반곡동(수루배마을)),293056002,52009,도담동,25,36.51483,127.25896
B7 (비하종점~반곡동(수루배마을)),293062014,52036,정부세종청사북측,26,36.5050692,127.2615051
B7 (비하종점~반곡동(수루배마을)),293062007,52030,정부세종청사남측,27,36.50173,127.25991
B7 (비하종점~반곡동(수루배마을)),293062004,52018,다정동,28,36.49491,127.25649
B7 (비하종점~반곡동(수루배마을)),293053004,51009,새롬동.나성동,29,36.48771,127.25729
B7 (비하종점~반곡동(수루배마을)),293053009,51049,한솔동,30,36.4810822,127.2617829
B7 (비하종점~반곡동(수루배마을)),293064221,51122,세종고속시외버스터미널(지하),31,36.4706404,127.273189
B7 (비하종점~반곡동(수루배마을)),293064252,57018,대평동,32,36.472148,127.276445
B7 (비하종점~반곡동(수루배마을)),293064206,51107,보람동.대평동,33,36.4749413,127.2807336
B7 (비하종점~반곡동(수루배마을)),293064210,51111,"시청,시의회,교육청,세무서",34,36.478356,127.288188
B7 (비하종점~반곡동(수루배마을)),293064216,51117,소담동 새샘마을,35,36.4826387,127.2977367
B7 (비하종점~반곡동(수루배마을)),293064253,57019,"법원.검찰청,경찰청",36,36.487095,127.301744
B7 (비하종점~반곡동(수루배마을)),293064255,57021,국책연구단지,37,36.4913263,127.304
B7 (비하종점~반곡동(수루배마을)),293064258,57024,반곡동(수루배마을),38,36.497535,127.310959
B7 (비하종점~반곡동(수루배마을)),293064479,57033,집현동,39,36.49804,127.32304
