대여소 아이디,대여소 이름,사용유무,주소(동),상세주소,경도,위도,권역,지오펜스 거리,등록일,수정일
SJ_00445,반곡동_수루배 102동,Y,반곡동,세종특별자치시 반곡동 710-2,127.304615,36.496675,1,45,2019-08-16 17:31:06,2020-12-10 10:24:00
SJ_00446,보람동_호려울 102동 맞은 편,Y,보람동,세종특별자치시 보람동 664-102,127.285131,36.475025,3,35,2019-08-20 09:49:00,2020-12-10 10:24:00
SJ_00447,한솔동_복합커뮤니티센터 정음관,Y,한솔동,세종특별자치시 한솔동 962,127.255734,36.478032,2,35,2019-09-18 15:47:04,2022-03-08 09:21:27
SJ_00448,반곡동_반곡중학교앞,Y,반곡동,세종특별자치시 반곡동 50-10,127.311014,36.501100,4,25,2019-09-24 10:08:41,2020-12-10 10:24:00
SJ_00449,반곡동_수루배 416동앞 로터리,Y,반곡동,세종특별자치시 반곡동 60-4,127.315948,36.500299,4,40,2019-09-24 17:24:08,2021-12-27 19:17:02
SJ_00450,반곡동_수루배 401동앞,Y,반곡동,세종특별자치시 반곡동 52-17,127.313487,36.498583,0,40,2019-09-24 17:28:17,2020-12-10 10:24:00
SJ_00452,어진동_한뜰106동 앞,Y,어진동,세종특별자치시 어진동 554,127.267595,36.506868,1,35,2019-10-15 16:51:58,2021-10-19 14:45:30
SJ_00453,어진동_지방자치회관,Y,어진동,세종특별자치시 어진동 661,127.263266,36.494596,1,25,2019-10-16 16:07:57,2020-12-10 10:24:00
SJ_00454,나성동_어반아트리움 거치대,Y,나성동,세종특별자치시 나성동 381,127.259810,36.488291,2,20,2019-10-17 09:35:58,2020-12-10 10:24:00
SJ_00455,가람동_지역난방공사 앞,Y,가람동,세종특별자치시 가람동 956,127.245724,36.465209,0,35,2019-10-17 16:40:04,2020-12-10 10:24:00
SJ_00456,보람동_세종시청 서편 주차장,Y,보람동,세종특별자치시 보람동 627-2,127.287455,36.479679,3,30,2019-10-18 15:40:29,2024-02-23 08:23:37
SJ_00457,반곡동_수루배 303동 앞,Y,반곡동,세종특별자치시 반곡동 36-7,127.307685,36.499150,4,25,2019-11-05 18:22:26,2024-07-23 08:18:03
SJ_00458,집현동_산학연지원센터 북측.,Y,집현동,세종특별자치시 집현동  1060,127.328621,36.499711,4,65,2019-11-11 08:58:03,2024-03-11 16:10:51
SJ_00459,집현동_산학연지원센터 남측.,Y,집현동,세종특별자치시 집현동1008-5,127.329186,36.498940,4,65,2019-11-11 08:59:24,2024-03-11 16:12:00
SJ_00460,어진동_과학기술정보통신부(4동),Y,어진동,세종특별자치시 어진동 712,127.265907,36.506698,1,30,2019-12-19 11:01:31,2023-06-29 21:17:14
SJ_00461,아름동_범지기 501동 앞,Y,아름동,세종특별자치시 아름동 1346,127.245976,36.509827,1,35,2019-12-19 11:03:27,2022-04-18 12:35:21
SJ_00462,고운동_가락 1802동 앞,Y,고운동,세종특별자치시 고운동 907,127.233067,36.520986,1,35,2019-12-19 11:05:16,2022-05-19 08:48:49
SJ_00463,고운동_가락 1806동 앞,Y,고운동,세종특별자치시 고운동 941,127.233825,36.519781,1,25,2019-12-19 11:06:44,2020-12-10 10:24:00
SJ_00464,소담동_새샘 606동 앞,Y,소담동,세종특별자치시 소담동 28-1,127.304708,36.484171,3,35,2019-12-19 14:27:15,2020-12-10 10:24:00
SJ_00465,도담동_도램 1315동 앞,Y,도담동,세종특별자치시 도담동 402,127.259114,36.517504,1,30,2019-12-19 14:32:51,2020-12-10 10:24:00
SJ_00466,한솔동_우체국 앞,Y,한솔동,세종특별자치시 한솔동 1230,127.254439,36.479888,1,25,2019-12-19 14:38:56,2020-12-10 10:24:00
SJ_00467,보람동_세종남부경찰서 버스정류장,Y,보람동,세종특별자치시 보람동 715,127.292663,36.480504,3,40,2019-12-19 14:45:29,2022-02-09 15:28:29
SJ_00468,대평동_해들 518동 앞,Y,대평동,세종특별자치시 대평동 567-8,127.278710,36.473434,3,45,2019-12-19 14:50:21,2020-12-10 10:24:00
SJ_00469,어진동_청암빌딩 앞,Y,어진동,세종특별자치시 어진동 494,127.262043,36.507427,1,25,2019-12-19 14:52:07,2024-07-04 07:48:45
SJ_00470,조치원_고려대학교 정문,Y,조치원,세종특별자치시 조치원읍 서창리 177-9,127.289234,36.608603,0,30,2019-12-19 14:54:26,2020-12-10 10:24:00
SJ_00471,새롬동_새뜸 607동 앞,Y,새롬동,세종특별자치시 새롬동 354-1,127.248697,36.484697,2,25,2019-12-19 14:56:56,2020-12-10 10:24:00
SJ_00472,도담동_도램 601동 앞,Y,도담동,세종특별자치시 도담동 851,127.260959,36.509331,1,30,2019-12-19 15:02:12,2020-12-10 10:24:00
SJ_00473,도담동_도램 603동 앞,Y,도담동,세종특별자치시 도담동 852,127.2602942,36.5084806,1,20,2019-12-19 15:04:59,2024-03-31 09:50:16
SJ_00474,새롬동_새뜸 306동 앞,Y,새롬동,세종특별자치시 새롬동 320,127.248062,36.485904,2,25,2019-12-19 15:16:04,2020-12-10 10:24:00
SJ_00475,새롬동_새뜸 726동앞 로터리,Y,새롬동,세종특별자치시 새롬동 288-1,127.246996,36.489914,2,30,2019-12-19 15:17:59,2021-12-27 18:31:11
SJ_00476,새롬동_새뜸 718동 앞,Y,새롬동,세종특별자치시 새롬동 산 45,127.247783,36.488171,2,40,2019-12-19 15:20:47,2022-02-14 17:36:39
SJ_00477,소담동_새샘 609동 앞,Y,소담동,세종특별자치시 소담동 583,127.3025575,36.4854384,3,20,2019-12-19 15:24:40,2024-05-15 09:25:01
SJ_00478,새롬동_새뜸 302동 앞,Y,새롬동,세종특별자치시 새롬동 329,127.247664,36.486589,2,25,2019-12-19 15:26:25,2020-12-10 10:24:00
SJ_00479,새롬동_새뜸 208동 앞 로터리,Y,새롬동,세종특별자치시 새롬동 341-125,127.249288,36.483121,2,25,2019-12-19 15:42:07,2021-12-27 18:48:40
SJ_00480,보람동_세종시청 정문2,Y,보람동,세종특별자치시 보람동 720,127.288709,36.478800,3,20,2021-06-24 15:41:22,2021-06-24 15:43:17
SJ_00481,소담동_소담동 타임빌딩 앞,Y,소담동,세종특별자치시 소담동 540,127.299956,36.485073,3,30,2019-12-19 15:52:19,2021-11-15 19:31:01
SJ_00482,반곡동_수루배 506동 앞,Y,반곡동,세종특별자치시 반곡동 47-1,127.313054,36.497527,4,30,2019-12-19 15:56:01,2020-12-10 10:24:00
SJ_00483,어진동_중앙동 임시주차장 입구,Y,어진동,세종특별자치시 어진동 630,127.267260,36.500524,1,25,2020-04-06 19:00:37,2024-09-09 11:13:08
SJ_00484,어진동_중앙동 임시주차장 건너편,Y,어진동,세종특별자치시 어진동 738,127.267736,36.500118,1,30,2020-04-07 18:50:59,2024-09-09 11:14:07
SJ_00485,종촌동_중앙프라자 앞,Y,종촌동,세종특별자치시 종촌동 657,127.249603,36.504880,1,20,2020-04-09 16:30:50,2021-05-04 16:07:33
SJ_00486,도담동_도램2007동 앞,Y,도담동,세종특별자치시 도담동 633,127.264161,36.516144,1,30,2020-04-09 16:33:06,2021-03-15 09:20:58
SJ_00487,반곡동_수루배209동 ,Y,반곡동,세종특별자치시 반곡동 395-2,127.310056,36.495990,1,25,2020-04-09 16:34:59,2020-12-10 10:24:00
SJ_00488,대평동_해들205동,Y,대평동,세종특별자치시 대평동 266-26,127.276990,36.470950,3,25,2020-04-09 16:36:41,2020-12-10 10:24:00
SJ_00489,보람동_해들510동,Y,보람동,세종특별자치시 보람동 733,127.282393,36.474437,3,30,2020-04-09 16:38:27,2024-08-26 09:42:13
SJ_00490,보람동_호려울308동,Y,보람동,세종특별자치시 보람동 664-42,127.283190,36.477265,1,35,2020-04-09 16:40:43,2020-12-10 10:24:00
SJ_00491,소담동_새샘201동,Y,소담동,세종특별자치시 소담동 32-14,127.300929,36.481362,1,35,2020-04-09 16:42:24,2022-01-06 07:47:48
SJ_00492,종촌동_가재301동,Y,종촌동,세종특별자치시 종촌동 680,127.241516,36.505046,1,35,2020-04-09 16:44:43,2020-12-10 10:24:00
SJ_00493,어진동_엠브릿지,Y,어진동,세종특별자치시 어진동 510,127.258063,36.503066,1,25,2020-04-09 16:46:14,2020-12-10 10:24:00
SJ_00494,세종동_세종예술고 후문옆 로터리,Y,세종동,세종특별자치시 세종동 1210,127.2695944,36.4913596,s,25,2020-04-09 16:47:19,2024-10-13 21:56:40
SJ_00495,어진동_홈플러스,Y,어진동,세종특별자치시 어진동 503,127.258243,36.507789,1,25,2020-04-09 16:48:44,2020-12-10 10:24:00
SJ_00496,아름동_범지기1013동,Y,아름동,세종특별자치시 아름동 1242,127.252117,36.517449,1,25,2020-04-09 16:50:13,2020-12-10 10:24:00
SJ_00497,아름동_범지기308동,Y,아름동,세종특별자치시 아름동 1297-1,127.245502,36.517797,1,30,2020-04-09 16:51:44,2021-03-21 10:31:32
SJ_00498,아름동_범지기902동,Y,아름동,세종특별자치시 아름동 1282-1,127.245721,36.517323,1,25,2020-04-09 16:53:11,2020-12-10 10:24:00
SJ_00499,아름동_영토프라자앞 로터리,Y,아름동,세종특별자치시 아름동 1332,127.243027,36.510859,1,35,2020-04-09 16:54:26,2021-12-27 19:30:26
SJ_00500,고운동_가락2203동,Y,고운동,세종특별자치시 고운동 1387-1,127.241161,36.519924,1,30,2020-04-09 16:55:51,2022-01-08 21:05:05
SJ_00501,반곡동_수루배601동,Y,반곡동,세종특별자치시 반곡동 67-4,127.318591,36.494163,3,35,2020-04-09 16:57:55,2021-05-05 14:07:35
SJ_00502,어진동_지방자치회관,Y,어진동,세종특별자치시 어진동 661,127.262997,36.493776,1,25,2020-04-09 16:59:12,2020-12-10 10:24:00
SJ_00503,고운동_한마음정육식당,Y,고운동,세종특별자치시 고운동 2004,127.236325,36.500387,1,20,2020-04-09 17:01:16,2020-12-10 10:24:00
SJ_00504,나성동_독락정역사공원,Y,나성동,세종특별자치시 나성동 213-2,127.266804,36.484644,1,25,2020-04-09 17:16:37,2022-06-01 16:18:21
SJ_00505,고운동_세종누리학교,Y,고운동,세종특별자치시 고운동 472,127.242839,36.525969,1,25,2020-04-21 17:38:55,2020-12-10 10:24:00
SJ_00506,대평동_대평초등학교,Y,대평동,세종특별자치시 대평동 266-11,127.2779084,36.4699655,3,30,2020-04-21 17:40:24,2023-06-07 18:59:14
SJ_00507,도담동_싱싱장터1호점,Y,도담동,세종특별자치시 도담동 654,127.259974,36.515383,1,25,2020-04-21 17:42:13,2020-12-10 10:24:00
SJ_00508,고운동_가락1914동,Y,고운동,세종특별자치시 고운동 667-1,127.232504,36.522384,1,25,2020-04-24 11:09:40,2020-12-10 10:24:00
SJ_00509,도담동_라온프라이빗2차,Y,도담동,세종특별자치시 도담동 402,127.259276,36.512653,1,35,2020-04-24 11:11:55,2020-12-10 10:24:00
SJ_00510,반곡동_시드니블루,Y,반곡동,세종특별자치시 반곡동 45-14,127.311827,36.497844,1,25,2020-04-24 11:15:11,2020-12-10 10:24:00
SJ_00511,반곡동_반곡고등학교,Y,반곡동,세종특별자치시 반곡동 64-11,127.317611,36.496058,1,25,2020-04-24 11:16:21,2020-12-10 10:24:00
SJ_00512,보람동_여울초등학교,Y,보람동,세종특별자치시 보람동 700-86,127.285486,36.476889,3,35,2020-08-05 11:00:04,2020-12-10 10:24:00
SJ_00513,해밀동_해밀138동,Y,해밀동,세종특별자치시 해밀동 333,127.267690,36.525145,1,45,2020-10-07 10:42:32,2021-06-30 21:21:19
SJ_00514,해밀동_해밀139동,Y,해밀동,세종특별자치시 해밀동 337,127.267166,36.525831,1,35,2020-10-07 10:45:49,2021-06-30 21:21:33
SJ_00515,세종동_세종중앙공원(남쪽)주차장,Y,세종동,세종특별자치시 세종동 1204,127.2698918,36.4918561,s,25,2020-10-12 14:31:23,2024-10-13 21:56:52
SJ_00516,세종동_세종중앙공원(중앙)공터,Y,세종동,세종특별자치시 세종동 1204,127.2746299,36.4947056,s,25,2020-10-12 14:37:08,2024-10-13 08:39:37
SJ_00517,세종동_세종중앙공원(북쪽)주차장,Y,세종동,세종특별자치시 세종동 1204,127.281370,36.499060,s,25,2020-10-12 14:44:43,2024-10-13 08:39:51
SJ_00518,세종동_국립수목원(북쪽)보관소,Y,세종동,세종특별자치시 세종동 1203,127.284106,36.497816,s,25,2020-10-12 14:50:59,2024-10-13 08:40:01
SJ_00519,도담동_카림에비뉴,Y,도담동,세종특별자치시 도담동 402,127.259281,36.514435,1,25,2020-10-21 13:35:42,2020-12-10 10:24:00
SJ_00520,조치원_조치원역,Y,조치원,세종특별자치시 조치원읍 원리 12-6,127.297929,36.601053,1,30,2020-10-21 15:14:34,2021-10-14 09:57:45
SJ_00521,조치원_우체국,Y,조치원,세종특별자치시 조치원읍 교리 24-3,127.298027,36.602414,1,30,2020-10-21 15:19:53,2020-12-10 10:24:00
SJ_00523,조치원_신흥주공207동,Y,조치원,세종특별자치시 조치원읍 신흥리 393,127.290782,36.594882,1,25,2020-10-21 16:11:42,2024-03-22 17:27:43
SJ_00524,조치원_자이아파트119동,Y,조치원,세종특별자치시 조치원읍 죽림리 117-5,127.291523,36.591022,1,35,2020-10-21 16:19:28,2021-03-08 18:28:59
SJ_00525,세종동_양화1교차로종촌교다리,Y,세종동,세종특별자치시 세종동9-5,127.299561,36.503421,S,25,2020-10-22 15:10:17,2024-07-12 09:18:40
SJ_00526,소담동_새샘908동,Y,소담동,세종특별자치시 소담동 325,127.301503,36.489072,1,30,2020-10-22 15:13:59,2020-12-10 10:24:00
SJ_00527,소담동_법조타운A,Y,소담동,세종특별자치시 소담동 208,127.302367,36.489461,1,25,2020-10-22 15:16:27,2020-12-10 10:24:00
SJ_00528,반곡동_더스테이빌딩,Y,반곡동,세종특별자치시 반곡동 771-68,127.303015,36.490436,4,20,2020-10-22 15:18:31,2022-01-12 14:50:25
SJ_00529,도담동_센트럴프라자,Y,도담동,세종특별자치시 도담동 657,127.258746,36.515305,1,25,2020-10-22 15:22:35,2020-12-10 10:24:00
SJ_00530,도담동_세종충남대병원,Y,도담동,세종특별자치시 도담동 407,127.2590108,36.5195254,1,30,2020-10-22 15:52:13,2024-03-14 21:55:34
SJ_00531,소담동_새샘701동,Y,소담동,세종특별자치시 소담동 36-1,127.299658,36.487013,1,45,2020-10-22 15:56:52,2021-05-03 15:06:55
SJ_00532,소담동_새샘703동,Y,소담동,세종특별자치시 소담동 539,127.300345,36.485543,1,35,2020-10-22 15:57:50,2022-04-06 11:59:17
SJ_00533,해밀동_해밀144동,Y,해밀동,세종특별자치시 해밀동 산 12,127.267491,36.527971,1,35,2020-10-22 16:37:11,2020-12-10 10:24:00
SJ_00534,해밀동_해밀113동,Y,해밀동,세종특별자치시 해밀동 608,127.265090,36.524998,1,40,2020-10-22 16:38:35,2024-10-02 15:07:12
SJ_00535,어진동_홈플러스,Y,어진동,세종특별자치시 어진동 503,127.258506,36.506927,1,25,2020-10-23 13:19:44,2020-12-10 10:24:00
SJ_00537,집현동_새나루마을1204동(서쪽),Y,집현동,세종특별자치시 집현동 997-3,127.324436,36.500307,1,25,2021-05-04 13:33:54,2021-05-04 13:33:54
SJ_00538,집현동_새나루마을BRT(시청방향),Y,집현동,세종특별자치시 집현동 885-1,127.322189,36.498194,1,25,2021-05-04 13:39:30,2021-05-04 13:39:30
SJ_00539,소담동_아이콤타워(뒷편),Y,소담동,세종특별자치시 소담동 609,127.298952,36.484544,1,30,2021-05-04 14:05:46,2022-02-11 10:18:48
SJ_00540,소담동_지엘플렉스2(입구),Y,소담동,세종특별자치시 소담동 580,127.301324,36.484498,3,40,2021-05-04 14:14:54,2024-04-06 10:14:14
SJ_00541,소담동_지엘플렉스1(입구),Y,소담동,세종특별자치시 소담동 582,127.301668,36.484908,3,35,2021-05-06 09:45:15,2024-04-06 10:13:24
SJ_00543,보람동_스마트허브4(입구),Y,보람동,세종특별자치시 보람동 762,127.290520,36.477336,1,35,2021-05-04 14:29:57,2023-10-22 09:58:32
SJ_00548,보람동_아평빌딩(입구),Y,보람동,세종특별자치시 보람동 762,127.288635,36.476536,3,35,2021-05-04 14:49:45,2023-10-22 09:58:14
SJ_00549,한솔동_주민센터(입구),Y,한솔동,세종특별자치시 한솔동 964,127.254918,36.479067,1,20,2021-05-04 15:01:48,2021-05-04 15:01:48
SJ_00550,가람동_세종중부발전(입구),Y,가람동,세종특별자치시 가람동 961,127.247185,36.466008,1,20,2021-05-04 15:11:37,2021-05-04 15:11:37
SJ_00551,새롬동_새롬중학교(건너편),Y,새롬동,세종특별자치시 새롬동 605,127.250582,36.481289,1,20,2021-05-04 15:21:15,2021-05-04 15:21:15
SJ_00552,새롬동_새뜸마을408동(육교앞),Y,새롬동,세종특별자치시 새롬동 553,127.244675,36.487448,1,20,2021-05-04 15:27:29,2021-05-04 15:27:29
SJ_00553,어진동_행안부제2별관(주차장입구),Y,어진동,세종특별자치시 어진동 524,127.256688,36.499785,1,35,2021-05-04 15:44:24,2021-07-19 20:22:49
SJ_00554,어진동_보건복지부(별관)앞,Y,어진동,세종특별자치시 어진동 523,127.256811,36.499010,1,45,2021-05-04 15:47:39,2023-07-07 09:15:43
SJ_00555,종촌동_중앙프라자(북쪽)_입구,Y,종촌동,세종특별자치시 종촌동 657,127.249447,36.504891,1,20,2021-05-04 16:06:09,2021-05-04 16:08:07
SJ_00556,도담동_도램마을102동(도로변),Y,도담동,세종특별자치시 도담동 845,127.255975,36.510809,1,20,2021-05-04 16:24:29,2021-05-04 16:24:29
SJ_00557,어진동_세종중앙타운(서측)_입구,Y,어진동,세종특별자치시 어진동 494,127.261899,36.508227,1,35,2021-05-04 16:35:25,2022-04-11 13:06:20
SJ_00558,어진동_리슈빌S_입구,Y,어진동,세종특별자치시 어진동 548,127.262010,36.507734,1,35,2021-05-04 16:37:58,2021-07-30 07:41:12
SJ_00572,해밀동_해밀214동(동쪽),Y,해밀동,세종특별자치시 해밀동 산 23,127.271626,36.527208,6,30,2020-11-27 14:52:53,2020-12-10 17:23:00
SJ_00573,해밀동_해밀211동(남측),Y,해밀동,세종특별자치시 해밀동 123,127.268727,36.528448,1,30,2020-11-27 15:00:46,2020-12-10 17:23:00
SJ_00574,해밀동_해밀205동(남측),Y,해밀동,세종특별자치시 해밀동 산 14,127.267838,36.529558,1,40,2020-11-27 15:10:16,2021-03-19 09:18:52
SJ_00575,해밀동_해밀마을BRT,Y,해밀동,세종특별자치시 해밀동 산 5-2,127.263987,36.528441,1,25,2020-11-27 15:15:56,2024-05-05 10:55:47
SJ_00576,해밀동_해밀106동(서측),Y,해밀동,세종특별자치시 해밀동 317,127.264454,36.527870,1,25,2020-11-27 15:19:24,2023-02-20 16:05:48
SJ_00577,고운동_가락2002동 앞,Y,고운동,세종특별자치시 고운동 1396,127.240604,36.517274,1,45,2020-11-27 15:31:21,2021-05-26 12:59:12
SJ_00578,어진동_국무조정실 북측 버스정류장,Y,어진동,세종특별자치시 어진동 615,127.2713118,36.5038175,1,35,2021-02-08 14:45:04,2024-10-13 08:40:13
SJ_00579,나성동_나릿재404동(동쪽)_도로변,Y,나성동,세종특별자치시 나성동 353-1,127.262608,36.491181,1,32,2021-05-12 13:40:45,2021-11-25 16:00:39
SJ_00580,나성동_나릿재103동 육교옆,Y,나성동,세종특별자치시 나성동 256-2,127.264281,36.487586,1,30,2021-05-14 10:52:58,2021-10-13 11:09:50
SJ_00581,나성동_나릿재402동(북쪽)_입구,Y,나성동,세종특별자치시 나성동 350-1,127.261355,36.491474,2,25,2021-06-10 16:39:34,2024-08-27 08:19:03
SJ_00582,나성동_나릿재401동(남쪽)_도로변,Y,나성동,세종특별자치시 나성동 363-1,127.261028,36.490011,2,35,2021-06-10 16:42:42,2022-02-04 21:51:17
SJ_00583,나성동_나릿재206동(동쪽)_도로변,Y,나성동,세종특별자치시 나성동 297-4,127.266651,36.4891318,2,20,2021-06-10 16:51:18,2024-05-12 21:59:30
SJ_00584,나성동_나릿재201동(육교)_도로변,Y,나성동,세종특별자치시 나성동 255-2,127.264689,36.487647,2,30,2021-06-10 16:57:24,2022-02-04 21:50:03
SJ_00585,나성동_나릿재101동(북서쪽)_로터리,Y,나성동,세종특별자치시 나성동 394-1,127.262159,36.487447,2,35,2021-06-10 17:04:51,2022-02-04 21:48:59
SJ_00586,아름동_남세종청소년센터,Y,아름동,세종특별자치시 아름동 1458,127.244530,36.519017,1,23,2021-09-24 10:48:58,2024-07-30 16:05:20
SJ_00587,나성동_나릿재6단지 정문 옆(도로변),Y,나성동,세종특별자치시 나성동 350-2,127.261558,36.491676,2,25,2021-09-30 14:30:49,2021-09-30 14:30:49
SJ_00588,나성동_나릿재6단지,Y,나성동,세종특별자치시 나성동 658-27,127.262421,36.492160,2,35,2021-09-30 14:34:35,2021-09-30 14:34:35
SJ_00589,나성동_나릿재309동 앞,Y,나성동,세종특별자치시 나성동 261-1,127.263648,36.488571,2,35,2021-09-30 14:45:26,2021-10-21 14:25:01
SJ_00590,나성동_나릿재303동 앞,Y,나성동,세종특별자치시 나성동 372-2,127.261328,36.488689,2,35,2021-09-30 14:51:37,2021-09-30 14:51:37
SJ_00591,나성동_리치먼드시티 앞,Y,나성동,세종특별자치시 나성동 756,127.256584,36.492734,2,45,2021-09-30 15:35:32,2022-02-19 17:04:30
SJ_00600,어진동_한뜰마을601동 앞,Y,어진동,세종특별자치시 어진동 673,127.258921,36.495390,1,35,2021-10-21 14:13:06,2024-07-28 16:00:57
SJ_00601,어진동_한뜰마을604동앞,Y,어진동,세종특별자치시 어진동 755,127.261280,36.494068,1,35,2021-10-27 14:44:35,2021-10-27 16:10:43
SJ_00602,어진동_해양수산부_농림축산식품부(5동-1) 로터리,Y,어진동,세종특별자치시 어진동 715,127.2650661,36.505699,1,35,2021-12-03 16:52:21,2023-06-29 21:51:48
SJ_00603,세종동_국립수목원연구동 앞 정류장,Y,세종동,세종특별자치시 세종동 1205,127.2897209,36.4976707,S,35,2021-12-03 17:07:13,2023-01-02 20:19:47
SJ_00604,조치원_홈플러스 정문,Y,조치원,세종특별자치시 조치원읍 번암리 53-2,127.297101,36.586551,1,35,2021-12-03 17:09:35,2021-12-03 17:10:15
SJ_00605,소담동_한국보건사회연구원 대로변쪽,Y,소담동,세종특별자치시 소담동 831,127.306277,36.495141,3,35,2021-12-03 17:20:42,2021-12-03 17:20:42
SJ_00606,보람동_호려울 1010동 앞,Y,보람동,세종특별자치시 보람동 702,127.295203,36.481535,3,20,2021-12-04 12:23:30,2021-12-04 12:24:22
SJ_00607,보람동_호려울 911동 앞,Y,보람동,세종특별자치시 보람동 774,127.295035,36.481002,3,35,2021-12-04 12:33:04,2021-12-04 12:34:58
SJ_00608,집현동_새나루마을 1207동,Y,집현동,세종특별자치시 집현동 418-1,127.325863,36.501811,4,20,2021-12-04 12:50:33,2021-12-04 12:51:21
SJ_00609,집현동_새나루마을1단지 정문앞 로터리,Y,집현동,세종특별자치시 집현동 883-148,127.320032,36.485520,4,20,2021-12-04 12:59:18,2021-12-27 18:43:50
SJ_00610,대평동_세종고속시외버스터미널,Y,대평동,세종특별자치시 대평동 269-52,127.273774,36.469257,3,20,2021-12-04 13:15:11,2021-12-04 13:16:01
SJ_00611,고운동_세종중앙타워,Y,고운동,세종특별자치시 고운동 2094,127.241216,36.511640,1,45,2021-12-05 10:26:04,2022-04-19 08:39:19
SJ_00612,고운동_고운프라자,Y,고운동,세종특별자치시 고운동 1370,127.234530,36.519433,1,30,2021-12-05 10:45:43,2021-12-05 10:48:04
SJ_00613,고운동_가락2005동 앞,Y,고운동,세종특별자치시 고운동 1397,127.241390,36.516053,1,30,2021-12-05 10:56:58,2021-12-05 10:56:58
SJ_00614,집현동_새나루마을 309동 앞 로터리,Y,집현동,세종특별자치시 집현동 883-56,127.3216596,36.4907476,4,25,2021-12-15 15:43:33,2023-05-31 15:52:28
SJ_00615,집현동_새나루마을 402동 앞,Y,집현동,세종특별자치시 집현동 883-270,127.321039,36.493527,4,30,2021-12-15 15:48:38,2021-12-27 18:40:49
SJ_00616,집현동_새나루마을 401동 앞 로터리,Y,집현동,세종특별자치시 집현동 785-57,127.322201,36.493163,4,30,2021-12-15 15:52:32,2021-12-27 18:27:23
SJ_00617,집현동_새나루마을2단지 입구,Y,집현동,세종특별자치시 집현동 883-82,127.322089,36.488489,4,40,2021-12-15 15:59:23,2022-04-05 15:48:03
SJ_00618,소담동 _농림수산식품교육문화정보원,Y,소담동,세종특별자치시 반곡동 772-3,127.305279,36.492846,3,30,2021-12-27 13:39:19,2022-02-04 21:48:00
SJ_00619,반곡동_수루배 207동앞,Y,반곡동,세종특별자치시 반곡동 358,127.310773,36.494962,4,30,2021-12-27 13:47:57,2021-12-27 13:49:04
SJ_00620,집현동_새나루 1103동 앞,Y,집현동,세종특별자치시 집현동 885-1,127.3225959,36.4967274,4,30,2021-12-27 13:58:17,2024-01-02 17:11:41
SJ_00622,어진동_중소벤처기업부 앞 정류장,Y,어진동,세종특별자치시 어진동 666,127.260384,36.497497,1,25,2021-12-27 14:38:04,2023-06-29 20:48:50
SJ_00623,세종동_전월산 무궁화 테마공원,Y,세종동,세종특별자치시 세종동 633-1,127.2879203,36.5140372,S,35,2021-12-27 14:39:58,2024-05-08 14:57:47
SJ_00624,아름동_세종국제고_과학영재고 사이,Y,아름동,세종특별자치시 아름동 1463,127.248088,36.521610,1,35,2021-12-27 14:42:09,2022-08-29 15:48:51
SJ_00625,도담동_해밀1단지 건너편 버스정류장,Y,도담동,세종특별자치시 도담동 409,127.262974,36.524674,1,25,2021-12-27 14:43:59,2024-06-24 19:28:09
SJ_00626,어진동_정부세종청사2_우체국사거리,Y,어진동,세종특별자치시 어진동 582,127.261847,36.499833,1,25,2021-12-27 14:47:14,2021-12-27 15:55:16
SJ_00627,종촌동_소망교회 옆,Y,종촌동,세종특별자치시 종촌동 676,127.249105,36.502287,1,35,2021-12-27 14:51:02,2021-12-27 14:52:21
SJ_00628,금남면_세종성바오로성당,Y,금남면,세종특별자치시 금남면 신촌리 297-11,127.282449,36.468474,3,35,2022-02-03 10:42:15,2022-02-04 21:46:12
SJ_00629,보람동_보람초등학교 앞 정류장,Y,보람동,세종특별자치시 보람동 773,127.292940,36.480135,3,30,2022-02-04 15:40:30,2022-02-04 15:44:44
SJ_00630,반곡동_국책 연구지원동 앞(정류장),Y,반곡동,세종특별자치시 반곡동 736,127.303269,36.495420,3,35,2022-02-04 15:41:18,2022-02-04 21:44:54
SJ_00631,반곡동_국책연구단지 시외버스 정류장,Y,반곡동,세종특별자치시 반곡동 713,127.305612,36.495824,3,25,2022-02-04 15:43:42,2024-05-13 14:35:03
SJ_00632,집현동_새나루 1단지 앞,Y,집현동,세종특별자치시 집현동 883-147,127.320500,36.485792,4,25,2022-02-04 17:31:58,2024-03-13 10:56:23
SJ_00633,집현동_새나루1109동 앞,Y,집현동,세종특별자치시 집현동 889,127.323865,36.497535,4,30,2022-02-04 17:44:56,2022-02-04 21:42:56
SJ_00634,집현동_새나루11단지앞 BRT정류장1(합강리방향),Y,집현동,세종특별자치시 집현동 885-1,127.321965,36.497709,4,30,2022-02-04 16:34:58,2022-12-27 15:22:34
SJ_00635,집현동_산학연클러스터앞 BRT정류장,Y,집현동,세종특별자치시 집현동 396,127.328582,36.500740,4,30,2022-02-04 16:40:35,2022-02-04 21:59:33
SJ_00637,집현동_새나루 906동 앞,Y,집현동,세종특별자치시 집현동 산 180,127.3245488,36.4911758,4,45,2022-02-04 17:53:22,2023-04-27 20:00:43
SJ_00638,집현동_새나루 908동 로터리,Y,집현동,세종특별자치시 집현동 785-548,127.324919,36.492476,4,30,2022-02-04 17:56:01,2023-04-06 21:52:14
SJ_00639,집현동_새나루 901동앞 로터리,Y,집현동,세종특별자치시 집현동 785-57,127.322704,36.493180,4,30,2022-02-04 17:58:00,2022-05-30 21:52:29
